time	DeviceName	AccX(g)	AccY(g)	AccZ(g)	AsX(°/s)	AsY(°/s)	AsZ(°/s)	AngleX(°)	AngleY(°)	AngleZ(°)	HX(uT)	HY(uT)	HZ(uT)	Q0()	Q1()	Q2()	Q3()	Temperature(°C)	Version()	Battery level(%)
2025-3-13 23:54:10.214	WTyyyy(CC4B99849B02)	0.131	-0.001	-1.072	1.221	-11.353	204.773	177.63	-1.91	112.18	23.208	-1.950	22.242	0.01831	0.00302	0.99905	0.03778	22.9	10080.1.3	100
2025-3-13 23:54:10.304	WTyyyy(CC4B99849B02)	0.143	0.014	-1.081	11.658	-2.991	-31.250	178.46	-1.80	100.87	23.208	-1.950	22.242	0.01831	0.00302	0.99905	0.03778	22.9	10080.1.3	100
2025-3-13 23:54:10.425	WTyyyy(CC4B99849B02)	0.182	-0.007	-1.083	-7.629	6.348	-260.132	178.07	-1.93	113.14	23.208	-1.950	22.242	-0.00436	0.51343	0.85770	0.02542	22.9	10080.1.3	100
2025-3-13 23:54:10.544	WTyyyy(CC4B99849B02)	0.210	-0.038	-1.066	-3.235	0.000	-459.167	176.72	-0.98	146.33	23.208	-1.950	22.242	-0.00436	0.51343	0.85770	0.02542	22.9	10080.1.3	100
2025-3-13 23:54:10.642	WTyyyy(CC4B99849B02)	0.211	-0.080	-1.053	-14.587	16.296	-595.764	176.09	0.75	-163.76	-3.300	6.758	22.383	-0.00436	0.51343	0.85770	0.02542	22.9	10080.1.3	100
2025-3-13 23:54:10.694	WTyyyy(CC4B99849B02)	0.201	-0.114	-1.018	4.333	8.911	-657.471	177.60	2.76	-100.51	-3.300	6.758	22.383	-0.00436	0.51343	0.85770	0.02542	22.9	10080.1.3	100
2025-3-13 23:54:10.844	WTyyyy(CC4B99849B02)	0.150	-0.124	-0.992	-14.465	18.738	-631.531	-179.56	1.49	-33.02	-3.300	6.758	22.383	0.00525	-0.99750	0.06967	0.00235	22.9	10080.1.3	100
2025-3-13 23:54:10.904	WTyyyy(CC4B99849B02)	0.109	-0.097	-0.957	7.507	13.184	-524.536	-179.25	-1.17	25.88	-3.300	6.758	22.383	0.00525	-0.99750	0.06967	0.00235	22.9	10080.1.3	100
2025-3-13 23:54:11.54	WTyyyy(CC4B99849B02)	0.074	-0.080	-0.931	-12.634	10.986	-348.755	178.84	-3.10	69.22	24.842	-14.083	21.433	0.00525	-0.99750	0.06967	0.00235	22.9	10080.1.3	100
2025-3-13 23:54:11.113	WTyyyy(CC4B99849B02)	0.079	-0.059	-0.917	3.540	7.568	-128.540	177.43	-3.61	90.94	24.842	-14.083	21.433	0.00525	-0.99750	0.06967	0.00235	22.9	10080.1.3	100
2025-3-13 23:54:11.242	WTyyyy(CC4B99849B02)	0.102	-0.065	-0.906	-2.380	8.911	109.558	177.70	-4.33	89.65	24.842	-14.083	21.433	0.01575	-0.73248	-0.67926	-0.04129	22.9	10080.1.3	100
2025-3-13 23:54:11.354	WTyyyy(CC4B99849B02)	0.154	-0.081	-0.917	-3.296	-8.179	331.238	179.88	-4.87	65.54	24.842	-14.083	21.433	0.01575	-0.73248	-0.67926	-0.04129	22.9	10080.1.3	100
2025-3-13 23:54:11.446	WTyyyy(CC4B99849B02)	0.193	-0.108	-0.938	15.137	-13.733	511.597	-176.34	-2.53	22.53	14.142	-26.625	21.975	0.01575	-0.73248	-0.67926	-0.04129	22.9	10080.1.3	100
2025-3-13 23:54:11.503	WTyyyy(CC4B99849B02)	0.225	-0.117	-0.960	4.333	-7.141	625.732	-175.53	2.96	-34.02	14.142	-26.625	21.975	0.01575	-0.73248	-0.67926	-0.04129	22.9	10080.1.3	100
2025-3-13 23:54:11.624	WTyyyy(CC4B99849B02)	0.199	-0.112	-0.991	8.362	-10.620	658.752	-179.97	6.51	-95.74	14.142	-26.625	21.975	0.03598	-0.49875	0.86490	0.04269	22.9	10080.1.3	100
2025-3-13 23:54:11.712	WTyyyy(CC4B99849B02)	0.167	-0.086	-1.024	5.371	-8.911	606.506	175.46	3.97	-154.75	14.142	-26.625	21.975	0.03598	-0.49875	0.86490	0.04269	22.9	10080.1.3	100
2025-3-13 23:54:11.838	WTyyyy(CC4B99849B02)	0.136	-0.044	-1.060	15.503	-18.372	440.613	174.98	-0.49	150.69	15.492	4.850	22.833	0.03598	-0.49875	0.86490	0.04269	22.9	10080.1.3	100
2025-3-13 23:54:11.925	WTyyyy(CC4B99849B02)	0.122	0.002	-1.072	7.202	-2.808	237.671	177.45	-2.34	113.64	15.492	4.850	22.833	0.03598	-0.49875	0.86490	0.04269	22.9	10080.1.3	100
2025-3-13 23:54:12.44	WTyyyy(CC4B99849B02)	0.134	0.028	-1.083	0.916	-1.770	5.066	178.74	-2.69	99.17	15.492	4.850	22.833	-0.01041	0.64667	0.76227	0.02408	22.9	10080.1.3	100
2025-3-13 23:54:12.104	WTyyyy(CC4B99849B02)	0.176	0.002	-1.074	0.610	0.549	-229.187	178.01	-2.46	108.09	15.492	4.850	22.833	-0.01041	0.64667	0.76227	0.02408	22.9	10080.1.3	100
2025-3-13 23:54:12.254	WTyyyy(CC4B99849B02)	0.198	-0.022	-1.059	-7.385	13.672	-432.190	176.96	-1.68	138.97	14.775	7.642	22.233	-0.01041	0.64667	0.76227	0.02408	22.9	10080.1.3	100
2025-3-13 23:54:12.314	WTyyyy(CC4B99849B02)	0.214	-0.076	-1.032	-0.061	10.620	-578.979	175.41	0.34	-172.68	14.775	7.642	22.233	-0.01041	0.64667	0.76227	0.02408	22.9	10080.1.3	100
2025-3-13 23:54:12.440	WTyyyy(CC4B99849B02)	0.196	-0.103	-1.004	-12.939	15.747	-650.269	177.13	2.64	-111.36	14.775	7.642	22.233	0.00516	-0.76178	0.64706	0.02945	22.9	10080.1.3	100
2025-3-13 23:54:12.523	WTyyyy(CC4B99849B02)	0.155	-0.116	-0.972	-2.502	14.648	-635.925	-179.94	2.36	-43.93	14.775	7.642	22.233	0.00516	-0.76178	0.64706	0.02945	22.9	10080.1.3	100
2025-3-13 23:54:12.644	WTyyyy(CC4B99849B02)	0.112	-0.092	-0.949	-9.949	15.198	-539.368	-178.68	-0.82	16.34	20.108	-23.267	21.350	0.00516	-0.76178	0.64706	0.02945	22.9	10080.1.3	100
2025-3-13 23:54:12.742	WTyyyy(CC4B99849B02)	0.077	-0.090	-0.921	0.610	14.343	-372.620	179.36	-2.88	61.09	20.108	-23.267	21.350	0.00516	-0.76178	0.64706	0.02945	22.9	10080.1.3	100
2025-3-13 23:54:12.855	WTyyyy(CC4B99849B02)	0.064	-0.050	-0.917	-10.376	10.925	-158.813	178.24	-3.78	85.89	20.108	-23.267	21.350	0.00980	-0.71222	-0.70071	-0.03903	22.9	10080.1.3	100
2025-3-13 23:54:12.913	WTyyyy(CC4B99849B02)	0.113	-0.071	-0.913	2.686	3.113	76.111	177.69	-4.37	87.69	20.108	-23.267	21.350	0.00980	-0.71222	-0.70071	-0.03903	22.9	10080.1.3	100
2025-3-13 23:54:13.38	WTyyyy(CC4B99849B02)	0.147	-0.074	-0.921	5.005	1.465	298.645	-179.95	-4.56	67.03	24.067	-15.925	21.867	0.00980	-0.71222	-0.70071	-0.03903	22.9	10080.1.3	100
2025-3-13 23:54:13.124	WTyyyy(CC4B99849B02)	0.172	-0.094	-0.945	8.179	-9.888	484.131	-176.08	-2.89	25.84	24.067	-15.925	21.867	0.00980	-0.71222	-0.70071	-0.03903	22.9	10080.1.3	100
2025-3-13 23:54:13.244	WTyyyy(CC4B99849B02)	0.210	-0.116	-0.980	5.615	-13.733	603.333	-175.09	2.29	-28.24	24.067	-15.925	21.867	0.04770	-0.87225	0.48596	0.02567	22.9	10080.1.3	100
2025-3-13 23:54:13.339	WTyyyy(CC4B99849B02)	0.216	-0.112	-1.006	3.662	-10.071	646.912	-179.50	6.66	-88.60	24.067	-15.925	21.867	0.04770	-0.87225	0.48596	0.02567	22.9	10080.1.3	100
2025-3-13 23:54:13.454	WTyyyy(CC4B99849B02)	0.178	-0.084	-1.037	14.832	-9.033	602.112	175.71	5.22	-146.81	-4.758	3.317	22.925	0.04770	-0.87225	0.48596	0.02567	22.9	10080.1.3	100
2025-3-13 23:54:13.514	WTyyyy(CC4B99849B02)	0.135	-0.045	-1.063	13.855	-7.690	450.989	174.65	0.29	159.56	-4.758	3.317	22.925	0.04770	-0.87225	0.48596	0.02567	22.9	10080.1.3	100
2025-3-13 23:54:13.664	WTyyyy(CC4B99849B02)	0.125	-0.008	-1.078	4.761	-9.766	255.859	176.56	-2.58	121.16	-4.758	3.317	22.925	-0.00809	0.59094	0.80600	0.03131	22.9	10080.1.3	100
2025-3-13 23:54:13.724	WTyyyy(CC4B99849B02)	0.133	0.009	-1.079	1.526	-7.141	32.166	177.92	-2.82	104.15	-4.758	3.317	22.925	-0.00809	0.59094	0.80600	0.03131	22.9	10080.1.3	100
2025-3-13 23:54:13.844	WTyyyy(CC4B99849B02)	0.158	0.015	-1.070	-5.432	5.005	-197.754	178.17	-2.67	110.19	22.717	0.467	22.400	-0.00809	0.59094	0.80600	0.03131	22.9	10080.1.3	100
2025-3-13 23:54:13.942	WTyyyy(CC4B99849B02)	0.188	-0.027	-1.047	-4.639	2.869	-397.461	176.52	-1.98	138.49	22.717	0.467	22.400	-0.00809	0.59094	0.80600	0.03131	22.9	10080.1.3	100
2025-3-13 23:54:14.56	WTyyyy(CC4B99849B02)	0.195	-0.054	-1.023	-5.127	14.404	-547.241	175.73	0.03	-176.33	22.717	0.467	22.400	-0.00012	-0.29059	0.95596	0.03970	22.9	10080.1.3	100
2025-3-13 23:54:14.143	WTyyyy(CC4B99849B02)	0.201	-0.108	-0.991	-8.667	12.451	-621.643	176.25	2.29	-118.50	22.717	0.467	22.400	-0.00012	-0.29059	0.95596	0.03970	22.9	10080.1.3	100
2025-3-13 23:54:14.264	WTyyyy(CC4B99849B02)	0.158	-0.102	-0.959	-8.850	16.907	-618.225	179.85	2.63	-53.24	-2.950	-28.517	21.392	-0.00012	-0.29059	0.95596	0.03970	22.9	10080.1.3	100
2025-3-13 23:54:14.325	WTyyyy(CC4B99849B02)	0.110	-0.112	-0.926	-2.808	8.057	-530.823	-179.17	0.09	5.48	-2.950	-28.517	21.392	-0.00012	-0.29059	0.95596	0.03970	22.9	10080.1.3	100
2025-3-13 23:54:14.444	WTyyyy(CC4B99849B02)	0.072	-0.078	-0.919	-7.385	12.939	-378.967	-179.73	-2.51	50.49	-2.950	-28.517	21.392	0.00845	-0.81396	-0.58005	-0.02911	22.9	10080.1.3	100
2025-3-13 23:54:14.543	WTyyyy(CC4B99849B02)	0.072	-0.068	-0.911	-2.808	9.399	-174.744	178.49	-3.53	76.57	-2.950	-28.517	21.392	0.00845	-0.81396	-0.58005	-0.02911	22.9	10080.1.3	100
2025-3-13 23:54:14.656	WTyyyy(CC4B99849B02)	0.084	-0.058	-0.918	-0.488	4.089	46.265	178.50	-3.92	81.00	25.750	-11.250	21.800	0.00845	-0.81396	-0.58005	-0.02911	22.9	10080.1.3	100
2025-3-13 23:54:14.804	WTyyyy(CC4B99849B02)	0.137	-0.062	-0.937	-1.038	3.174	264.160	-179.72	-4.77	62.78	25.750	-11.250	21.800	0.00845	-0.81396	-0.58005	-0.02911	22.9	10080.1.3	100
2025-3-13 23:54:14.863	WTyyyy(CC4B99849B02)	0.175	-0.099	-0.959	12.390	-8.057	441.345	-176.68	-2.93	25.66	25.750	-11.250	21.800	0.00845	-0.81396	-0.58005	-0.02911	22.9	10080.1.3	100
2025-3-13 23:54:14.924	WTyyyy(CC4B99849B02)	0.195	-0.102	-0.991	7.629	-11.414	564.575	-174.97	2.04	-24.49	25.750	-11.250	21.800	0.04745	-0.95071	0.30600	0.01324	22.9	10080.1.3	100
2025-3-13 23:54:15.74	WTyyyy(CC4B99849B02)	0.180	-0.100	-1.022	8.484	-13.733	609.192	-178.26	6.49	-81.17	-11.858	-8.775	22.558	0.04745	-0.95071	0.30600	0.01324	22.9	10080.1.3	100
2025-3-13 23:54:15.143	WTyyyy(CC4B99849B02)	0.168	-0.070	-1.059	2.563	-8.240	562.317	176.63	5.57	-136.53	-11.858	-8.775	22.558	0.04745	-0.95071	0.30600	0.01324	22.9	10080.1.3	100
2025-3-13 23:54:15.256	WTyyyy(CC4B99849B02)	0.145	-0.044	-1.073	12.878	-8.911	438.965	174.36	1.52	172.97	-11.858	-8.775	22.558	0.04745	-0.95071	0.30600	0.01324	22.9	10080.1.3	100
2025-3-13 23:54:15.348	WTyyyy(CC4B99849B02)	0.128	-0.002	-1.083	10.071	-5.066	262.756	175.74	-1.44	134.59	-11.858	-8.775	22.558	0.00201	0.39734	0.91681	0.03864	22.9	10080.1.3	100
2025-3-13 23:54:15.464	WTyyyy(CC4B99849B02)	0.125	0.019	-1.077	7.568	-2.747	51.208	177.40	-2.44	116.14	22.225	0.417	22.442	0.00201	0.39734	0.91681	0.03864	22.9	10080.1.3	100
2025-3-13 23:54:15.553	WTyyyy(CC4B99849B02)	0.156	-0.012	-1.058	-0.305	-1.282	-162.781	177.08	-2.43	120.31	22.225	0.417	22.442	0.00201	0.39734	0.91681	0.03864	22.9	10080.1.3	100
2025-3-13 23:54:15.676	WTyyyy(CC4B99849B02)	0.172	-0.020	-1.034	-0.427	7.019	-354.980	176.69	-1.47	144.54	22.225	0.417	22.442	-0.00357	0.09323	0.99493	0.03641	22.9	10080.1.3	100
2025-3-13 23:54:15.743	WTyyyy(CC4B99849B02)	0.194	-0.064	-1.002	-3.540	9.888	-497.192	175.57	-0.13	-174.96	22.225	0.417	22.442	-0.00357	0.09323	0.99493	0.03641	22.9	10080.1.3	100
2025-3-13 23:54:15.854	WTyyyy(CC4B99849B02)	0.177	-0.082	-0.972	-5.249	10.132	-575.073	176.63	2.05	-122.01	-14.558	-11.617	21.700	-0.00357	0.09323	0.99493	0.03641	22.9	10080.1.3	100
2025-3-13 23:54:15.947	WTyyyy(CC4B99849B02)	0.156	-0.109	-0.943	-7.080	13.550	-575.012	178.67	2.29	-61.48	-14.558	-11.617	21.700	-0.00357	0.09323	0.99493	0.03641	22.9	10080.1.3	100
2025-3-13 23:54:16.64	WTyyyy(CC4B99849B02)	0.118	-0.085	-0.923	-0.549	13.000	-503.357	-179.17	0.72	-5.97	-14.558	-11.617	21.700	0.00424	-0.96616	-0.25754	-0.00977	22.9	10080.1.3	100
2025-3-13 23:54:16.154	WTyyyy(CC4B99849B02)	0.085	-0.094	-0.905	-3.906	11.047	-364.380	179.95	-1.53	37.24	-14.558	-11.617	21.700	0.00424	-0.96616	-0.25754	-0.00977	22.9	10080.1.3	100
2025-3-13 23:54:16.274	WTyyyy(CC4B99849B02)	0.069	-0.051	-0.909	-0.977	6.104	-182.312	179.48	-2.64	63.28	25.242	-16.500	21.308	0.00424	-0.96616	-0.25754	-0.00977	22.9	10080.1.3	100
2025-3-13 23:54:16.343	WTyyyy(CC4B99849B02)	0.096	-0.057	-0.920	-1.465	7.263	24.109	179.07	-3.67	68.67	25.242	-16.500	21.308	0.00424	-0.96616	-0.25754	-0.00977	22.9	10080.1.3	100
