time	DeviceName	AccX(g)	AccY(g)	AccZ(g)	AsX(°/s)	AsY(°/s)	AsZ(°/s)	AngleX(°)	AngleY(°)	AngleZ(°)	HX(uT)	HY(uT)	HZ(uT)	Q0()	Q1()	Q2()	Q3()	Temperature(°C)	Version()	Battery level(%)
2025-03-13 23:54:02.835	WTyyyy(CC4B99849B02)	1.045	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2025-03-13 23:54:02.855	WTyyyy(CC4B99849B02)	0.783	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2025-03-13 23:54:02.875	WTyyyy(CC4B99849B02)	0.64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2025-03-13 23:54:02.895	WTyyyy(CC4B99849B02)	0.328	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2025-03-13 23:54:02.915	WTyyyy(CC4B99849B02)	0.125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2025-03-13 23:54:02.935	WTyyyy(CC4B99849B02)	-0.19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2025-03-13 23:54:02.955	WTyyyy(CC4B99849B02)	-0.449	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2025-03-13 23:54:02.975	WTyyyy(CC4B99849B02)	-0.634	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2025-03-13 23:54:02.995	WTyyyy(CC4B99849B02)	-0.776	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2025-03-13 23:54:03.015	WTyyyy(CC4B99849B02)	-0.992	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2025-03-13 23:54:03.035	WTyyyy(CC4B99849B02)	-1.225	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
